symbol,asset_type,price,future_price,price_change,signal,label,ma5_cross,ma10_cross,ma20_cross,price_vs_ma20,price_vs_ma50,mom5,mom10,mom20,vol10,vol20,vol_ratio,rsi,macd_cross,macd_hist,bb_position,roc5,roc10,atr_pct,obv_pct,vol_trend,hl_position,score
LMT,STOCK,4.607223,4.70208,2.0589,SELL,0,-2.5721,-1.4353,0.4778,-3.3679,-2.9062,-2.8572,-4.2254,-7.3571,3.8235,6.4706,0.5909,30.5552,-0.0241,-0.0241,-0.9273,-2.8572,-4.2254,1.8067,-3.6341,-21.9255,3.3331,-4
LMT,STOCK,4.620775,4.688525,1.4662,SELL,0,-2.6796,-1.4253,0.2454,-2.7936,-2.555,-2.0115,-2.849,-5.8011,3.8235,6.4706,0.5909,28.5718,-0.022,-0.022,-0.7703,-2.0115,-2.849,1.6758,-3.3661,-25.3566,7.6925,-4
LMT,STOCK,4.553022,4.688525,2.9761,SELL,0,-2.7182,-1.4306,-0.0245,-3.8626,-3.8862,-2.0408,-3.7249,-7.1823,5.0595,6.5476,0.7727,21.0528,-0.0236,-0.0236,-1.024,-2.0408,-3.7249,1.6794,-3.8254,-17.0758,0.0,-4
LMT,STOCK,4.45961,4.350171,-2.454,SELL,1,-1.9757,-0.7461,-2.1286,-3.9786,-6.0225,-2.9184,-6.2374,-4.0506,5.437,7.564,0.7188,30.3079,-0.0212,-0.0212,-1.0079,-2.9184,-6.2374,1.8542,-5.2511,-18.1442,7.2335,-4
LMT,STOCK,4.486974,4.254414,-5.183,SELL,1,-2.4974,-1.0812,-2.1163,-3.2642,-5.3114,-3.2448,-4.5747,-2.61,5.1331,7.564,0.6786,15.7304,-0.021,-0.021,-0.7752,-3.2448,-4.5747,1.6929,-5.415,-20.6138,14.4679,-4
LMT,STOCK,4.45961,4.377532,-1.8405,SELL,1,-3.0368,-1.4034,-2.1414,-3.6868,-5.7492,-3.5503,-4.8824,-3.4878,5.1331,7.564,0.6786,15.2643,-0.0211,-0.0211,-0.8118,-3.5503,-4.8824,1.7258,-3.9096,-26.7368,7.2335,-4
LMT,STOCK,4.678491,4.733204,1.1695,BUY,1,2.1118,0.9627,-1.4095,6.2113,4.7142,5.2309,8.2279,6.2113,8.5715,8.5715,1.0,76.1909,0.0322,0.0322,1.7277,5.2309,8.2279,1.7126,5.2406,20.0988,96.6667,4
LMT,STOCK,4.719526,4.787928,1.4493,BUY,1,2.9844,1.469,-1.0159,6.6955,5.6116,6.4814,9.5238,8.4906,7.4766,9.5238,0.785,77.778,0.0407,0.0407,1.4297,6.4814,9.5238,1.8841,6.9427,25.7346,86.4865,4
LMT,STOCK,4.705849,4.733204,0.5813,BUY,1,3.7265,1.6939,-0.5621,5.944,5.3485,5.8462,6.5016,8.5174,7.4766,9.5238,0.785,76.0875,0.0431,0.0431,1.1157,5.8462,6.5016,1.8895,5.3977,18.5256,83.7843,4
LMT,STOCK,4.705849,4.760569,1.1628,BUY,1,4.6013,1.9325,-0.1293,5.5215,5.3851,6.5016,6.5016,8.1762,7.4766,9.5238,0.785,79.5463,0.0422,0.0422,0.9513,6.5016,6.5016,1.8688,4.579,14.2445,83.7843,4
LMT,STOCK,4.678491,4.815288,2.924,BUY,1,5.0314,2.2786,0.2088,4.6032,4.8217,3.6364,6.5421,5.8824,6.8111,9.5238,0.7152,79.5463,0.0374,0.0374,0.749,3.6364,6.5421,1.8379,4.4063,10.7283,78.3793,4
LMT,STOCK,4.297252,4.421611,2.8939,SELL,0,-5.1636,-3.1874,1.2047,-6.6406,-5.5159,-3.9354,-9.2105,-9.2105,9.5083,12.0551,0.7887,14.3256,-0.045,-0.045,-0.8984,-3.9354,-9.2105,2.2327,-9.1014,-26.3607,2.598,-4
LMT,STOCK,4.324886,4.435428,2.5559,SELL,0,-4.9738,-3.5298,0.7068,-5.5652,-4.8977,-1.5105,-8.0955,-9.671,6.0066,12.0551,0.4983,19.4999,-0.0407,-0.0407,-0.7291,-1.5105,-8.0955,2.1288,-7.4174,-28.5536,7.7939,-3
LMT,STOCK,4.338706,4.532153,4.4586,SELL,0,-4.7931,-3.5276,0.2721,-4.8537,-4.5948,-1.1958,-4.1807,-8.3347,6.0066,12.0551,0.4983,22.0984,-0.0346,-0.0346,-0.6197,-1.1958,-4.1807,2.1001,-7.1196,-36.6225,10.3922,-3
LMT,STOCK,4.573603,4.725597,3.3233,BUY,1,1.0258,1.1191,-2.4408,2.8909,0.3795,2.4768,3.1152,5.7508,3.4375,5.414,0.6349,63.636,0.0177,0.0177,0.9188,2.4768,3.1152,1.6185,8.0192,40.2371,80.7691,4
LMT,STOCK,4.518336,4.684146,3.6697,BUY,1,1.2564,0.8841,-2.1632,1.4426,-0.7518,2.1876,-0.3049,4.1402,3.4375,5.414,0.6349,52.3813,0.016,0.016,0.4783,2.1876,-0.3049,1.5946,4.7427,52.072,65.3855,4
LMT,STOCK,4.725597,4.849952,2.6315,BUY,1,1.187,0.447,-1.3183,5.4417,4.0516,4.5871,5.5555,8.9172,6.875,7.8865,0.8717,66.1538,0.0189,0.0189,1.6213,4.5871,5.5555,2.2348,6.446,61.4154,88.2353,4
LMT,STOCK,4.684146,4.836136,3.2448,BUY,1,1.3366,0.5992,-0.9563,4.1635,3.1674,2.417,4.9537,6.9401,6.875,7.21,0.9535,59.0164,0.0251,0.0251,1.1222,2.417,4.9537,2.2545,5.0791,50.3214,78.7881,4
LMT,STOCK,4.642689,4.849952,4.4643,BUY,1,1.6243,0.8275,-0.64,2.9727,2.3136,2.7522,5.0,5.3291,6.875,6.875,1.0,54.8384,0.025,0.025,0.7745,2.7522,5.0,2.3172,3.9072,29.9492,69.6964,4
LMT,STOCK,4.642689,4.905223,5.6548,BUY,1,2.3711,1.0861,-0.4208,2.7994,2.3668,4.6729,4.3478,3.3846,6.875,6.875,1.0,61.8181,0.0235,0.0235,0.6934,4.6729,4.3478,2.2534,4.5565,35.0081,69.6964,4
LMT,STOCK,4.559788,4.863773,6.6667,BUY,1,2.8571,1.1154,-0.2467,0.8404,0.5916,3.125,1.5385,2.4846,6.875,6.875,1.0,55.0,0.0159,0.0159,0.2105,3.125,1.5385,2.4675,4.6322,34.2619,51.5154,4
LMT,STOCK,4.836136,5.305933,9.7143,SELL,0,0.0869,0.8693,4.0837,1.4199,5.5616,0.0,-0.2849,4.1667,4.7197,8.2067,0.5751,60.3176,-0.0093,-0.0093,0.3187,0.0,-0.2849,2.3878,-1.1409,-30.7062,73.5293,2
LMT,STOCK,5.195394,5.310162,2.209,BUY,1,2.1798,0.2992,4.4494,7.1378,11.9048,7.4286,7.4286,10.9144,10.9144,11.5728,0.9431,67.2134,0.0231,0.0231,1.5663,7.4286,7.4286,2.2416,5.4303,29.2671,97.5001,3
LMT,STOCK,5.305933,5.351972,0.8677,BUY,1,3.4815,0.8208,4.7187,8.6895,13.8183,10.0287,12.2807,13.9466,13.2743,13.2743,1.0,74.2426,0.0388,0.0388,1.5102,10.0287,12.2807,2.5298,7.7135,79.6101,78.3333,3
LMT,STOCK,5.167758,5.351972,3.5647,BUY,1,4.5737,1.5528,4.6134,5.5901,10.4613,6.8572,10.3244,5.0562,10.6628,13.2743,0.8033,69.0142,0.037,0.037,0.8906,6.8572,10.3244,2.712,8.3697,99.2762,60.3447,3
LMT,STOCK,5.126307,5.351972,4.4021,BUY,1,5.1239,1.9426,4.5567,4.4483,9.2076,4.2135,6.9165,5.6981,10.0287,13.2743,0.7555,64.789,0.0305,0.0305,0.677,4.2135,6.9165,2.7339,7.7111,124.2181,55.1726,3
LMT,STOCK,5.153938,5.351972,3.8424,BUY,1,5.402,2.2871,4.5505,4.6723,9.4355,3.0387,6.8768,6.5714,10.0287,13.2743,0.7555,65.7536,0.0257,0.0257,0.6813,3.0387,6.8768,2.815,7.4793,129.0548,58.6203,3
LMT,STOCK,5.305933,5.407723,1.9184,BUY,1,5.3631,2.7654,4.6355,7.2626,12.2348,2.1276,9.7143,9.4018,10.0287,13.2743,0.7555,77.6318,0.03,0.03,0.9599,2.1276,9.7143,2.939,8.1486,97.4427,77.5861,3
LMT,STOCK,5.351972,5.407723,1.0417,BUY,1,3.623,2.3326,5.8672,3.7852,9.8745,2.4,3.8424,10.9834,4.1215,10.9834,0.3752,59.2382,0.0061,0.0061,0.5503,2.4,3.8424,2.779,8.1774,10.083,82.0961,4
LMT,STOCK,5.407723,5.365912,-0.7732,BUY,0,3.4282,1.9649,6.0246,4.2883,10.5714,1.8372,1.9184,11.8191,5.2061,12.1395,0.4289,56.4208,0.0064,0.0064,0.6569,1.8372,1.9184,2.4964,9.5702,14.4928,88.9543,3
LMT,STOCK,5.519223,5.338035,-3.2829,BUY,0,3.3786,1.8781,6.2721,5.7282,12.3596,3.125,5.9512,14.4517,7.3753,14.1247,0.5222,72.9421,0.0121,0.0121,0.92,3.125,5.9512,2.5023,10.5968,25.7293,91.0704,4
LMT,STOCK,5.42166,5.351972,-1.2854,BUY,0,3.0676,1.8463,6.4646,3.28,9.9566,1.3021,5.4772,12.1073,6.7386,12.2012,0.5523,67.9634,0.0075,0.0075,0.6056,1.3021,5.4772,2.6586,8.4883,26.7471,78.5688,3
LMT,STOCK,5.616786,5.101095,-9.1812,BUY,0,2.2463,1.8793,6.2186,5.6546,12.2248,1.7677,4.948,5.8586,6.0527,9.5679,0.6326,75.8308,0.0051,0.0051,1.1296,1.7677,4.948,2.5027,6.149,12.8099,93.0473,3
LMT,STOCK,5.170786,5.547095,7.2776,SELL,0,-1.7217,-0.1165,4.8285,-3.9482,0.6896,-3.6364,-6.3131,-2.6247,8.6254,8.6254,1.0,32.8767,-0.0456,-0.0456,-1.1019,-3.6364,-6.3131,2.6762,-0.5268,-49.5943,7.5001,-4
LMT,STOCK,5.101095,5.324099,4.3717,SELL,0,-2.3745,-0.8434,4.4034,-5.0215,-0.8392,-4.4387,-9.1812,-4.6876,7.1039,10.1094,0.7027,33.8027,-0.0536,-0.0536,-1.1791,-4.4387,-9.1812,2.6151,-1.0434,-50.8235,6.6666,-4
LMT,STOCK,5.073223,5.198658,2.4725,SELL,0,-3.1612,-1.3139,4.0701,-5.2947,-1.4401,-5.2083,-7.1429,-5.2083,7.6923,10.7144,0.7179,37.5,-0.0583,-0.0583,-1.0784,-5.2083,-7.1429,2.551,-1.4831,-48.0598,2.2226,-4
LMT,STOCK,5.059287,5.254415,3.8568,SELL,0,-3.8351,-1.8002,3.7015,-5.2961,-1.7907,-4.7244,-7.3979,-5.4687,6.8871,11.0193,0.625,34.9206,-0.0595,-0.0595,-0.9647,-4.7244,-7.3979,2.5581,-2.1418,-41.1324,8.1633,-4
LMT,STOCK,5.003535,5.240474,4.7354,SELL,0,-4.5675,-2.2379,3.2962,-6.0333,-2.936,-5.277,-7.4743,-6.5104,7.2424,12.2564,0.5909,15.0943,-0.0612,-0.0612,-0.9788,-5.277,-7.4743,2.3677,-4.418,-36.9948,5.7692,-4
LMT,STOCK,5.031408,5.156849,2.4932,SELL,0,-4.7544,-2.5217,2.8587,-5.1747,-2.4639,-2.6955,-6.2339,-6.9588,6.9638,12.2564,0.5682,6.2497,-0.0574,-0.0574,-0.7856,-2.6955,-6.2339,2.2754,-6.7649,-43.7974,9.6152,-4
LMT,STOCK,5.547095,5.115035,-7.7889,SELL,1,-0.1323,-2.0905,1.2916,5.3189,6.6792,10.2493,7.2776,0.505,10.8635,12.2564,0.8864,61.5384,0.0149,0.0149,0.8141,10.2493,7.2776,2.2972,-2.3446,35.5581,80.7692,-1
LMT,STOCK,5.282283,5.403293,2.2909,BUY,1,1.7169,0.8247,-1.2469,2.4739,1.1962,1.8817,3.2697,3.2697,3.5519,3.8355,0.9261,76.9228,0.0203,0.0203,1.0657,1.8817,3.2697,1.1685,3.1914,19.401,88.889,3
LMT,STOCK,5.282283,5.389227,2.0246,BUY,1,1.9439,0.9719,-1.0948,2.3218,1.2016,1.8817,2.9891,2.9891,3.5519,3.8355,0.9261,76.0001,0.0202,0.0202,0.9138,1.8817,2.9891,1.2062,2.708,24.1444,80.0001,3
LMT,STOCK,5.544007,5.41737,-2.2842,BUY,0,0.9896,0.4427,-0.036,2.6041,2.5672,2.872,3.6842,1.8088,3.4121,5.3476,0.6381,58.6956,0.0108,0.0108,1.172,2.872,3.6842,1.4685,2.9155,34.684,91.6667,4
LMT,STOCK,5.515865,5.473651,-0.7653,BUY,0,1.1835,0.6113,-0.0104,1.9638,1.9532,1.5544,2.8871,2.3498,2.872,5.3476,0.5371,69.2307,0.0129,0.0129,0.8209,1.5544,2.8871,1.4942,1.7576,43.4449,71.4285,3
LMT,STOCK,5.600292,5.708076,1.9246,BUY,1,1.9105,0.5001,0.5129,2.0644,2.5879,2.3136,3.3766,3.1088,4.6875,4.9608,0.9449,62.5001,0.0204,0.0204,0.7443,2.3136,3.3766,1.4717,1.8001,19.3965,71.9999,4
LMT,STOCK,5.614363,5.736477,2.175,BUY,1,2.2017,0.7169,0.639,2.1505,2.8033,2.3077,3.9063,3.3678,4.4155,4.9608,0.8901,62.5001,0.0189,0.0189,0.7408,2.3077,3.9063,1.5038,0.9535,10.2092,75.9998,4
LMT,STOCK,5.821672,5.452487,-6.3416,BUY,0,2.4327,1.1001,2.4786,3.0865,5.6416,2.5,2.5,6.3581,8.7856,10.3463,0.8492,57.6946,0.0207,0.0207,0.7075,2.5,2.5,2.3781,4.7795,34.371,51.2745,4
LMT,STOCK,5.807469,5.438295,-6.3569,BUY,0,2.5312,0.9276,2.661,2.481,5.2081,2.25,1.7413,7.2009,8.7856,9.2117,0.9537,60.05,0.017,0.017,0.6066,2.25,1.7413,2.385,3.4024,32.2094,49.5339,4
LMT,STOCK,5.850068,5.466691,-6.5534,BUY,0,2.6913,0.8932,2.8355,2.891,5.8085,2.4876,3.0,6.8769,8.7856,8.9316,0.9837,61.1259,0.0159,0.0159,0.7239,2.4876,3.0,2.4203,2.7572,34.4679,50.4851,4
LMT,STOCK,5.594481,5.452487,-2.5381,SELL,1,-1.0319,0.7336,2.6268,-2.0266,0.5469,-3.6675,-2.4753,-0.3541,6.8529,8.7856,0.78,49.1523,-0.0291,-0.0291,-0.5596,-3.6675,-2.4753,2.4112,-6.6074,-13.1467,15.3843,-4
LMT,STOCK,5.523488,5.424098,-1.7994,SELL,1,-1.6189,0.0996,2.3959,-3.1133,-0.792,-3.7129,-7.601,-3.2338,5.9126,8.7856,0.673,40.6781,-0.0357,-0.0357,-0.7986,-3.7129,-7.601,2.4789,-6.748,-11.3787,5.7693,-4
LMT,STOCK,5.452487,5.523488,1.3022,SELL,0,-2.2211,-0.3494,2.1584,-4.1678,-2.0994,-4.0001,-6.3416,-4.0001,7.2917,9.6356,0.7568,37.5,-0.043,-0.043,-0.959,-4.0001,-6.3416,2.5856,-8.4635,-15.3016,6.8965,-4
LMT,STOCK,5.622882,4.998117,-11.1111,SELL,1,1.3087,0.5902,-1.2019,1.6166,0.3953,-0.5025,2.0619,0.0,4.4502,4.4502,1.0,61.5388,0.0127,0.0127,0.6483,-0.5025,2.0619,1.6955,-3.2122,-28.9552,84.6149,1
LMT,STOCK,4.841928,4.117039,-14.9711,SELL,1,-4.0884,-3.2044,-5.2108,-5.8011,-10.7096,-3.6723,-3.125,-13.8889,4.3988,15.5424,0.283,16.6666,-0.0167,-0.0167,-0.6523,-3.6723,-3.125,1.8014,-8.8644,-30.5949,1.7241,-4
LMT,STOCK,4.912919,4.246146,-13.5718,SELL,1,-3.8932,-2.7531,-5.5523,-3.782,-9.1244,-2.2599,-1.9831,-12.1828,4.3988,14.956,0.2941,27.2724,-0.0099,-0.0099,-0.4638,-2.2599,-1.9831,1.7547,-7.4375,-36.4439,12.2806,-4
LMT,STOCK,4.805599,4.346558,-9.5522,BUY,0,-0.3506,-1.0735,-6.0511,-3.8305,-9.6498,-2.1844,-4.395,-8.2815,5.188,8.1426,0.6371,33.6081,0.0131,0.0131,-1.049,-2.1844,-4.395,1.8192,-2.8517,27.3692,8.2835,-4
LMT,STOCK,4.733878,4.37525,-7.5758,BUY,0,-0.8922,-1.1443,-6.1325,-4.8249,-10.6615,-5.017,-5.2868,-8.9096,6.7817,8.2814,0.8189,31.7967,0.0017,0.0017,-1.2475,-5.017,-5.2868,2.0426,-3.2385,28.6651,12.7365,-4
LMT,STOCK,4.332215,4.619115,6.6225,BUY,1,-8.7117,-5.5407,-7.9087,-7.9189,-15.2013,5.2265,-13.8128,-13.8128,16.7247,22.7804,0.7342,28.977,-0.0331,-0.0331,-0.5936,5.2265,-13.8128,3.2828,1.2439,37.2934,23.4058,-1
LMT,STOCK,4.346558,4.662152,7.2608,BUY,1,-7.6172,-5.8359,-8.1612,-6.9416,-14.5363,2.3648,-9.5522,-13.5274,16.0278,22.7804,0.7036,25.9387,-0.0214,-0.0214,-0.5163,2.3648,-9.5522,3.2029,2.688,13.6065,24.8684,-1
LMT,STOCK,4.54739,4.590425,0.9464,BUY,1,0.0829,-1.601,-8.7096,0.7184,-8.0538,1.9293,5.6666,-9.532,5.3156,22.7804,0.2333,50.7245,0.0454,0.0454,0.0658,1.9293,5.6666,2.5687,12.2999,138.313,45.3485,3
LMT,STOCK,4.619115,4.49001,-2.795,BUY,0,1.6209,0.5617,-8.8736,3.3542,-5.8171,1.5773,6.6225,-8.105,6.2706,16.7247,0.3749,86.1112,0.052,0.052,0.4219,1.5773,6.6225,1.9299,14.8155,152.9792,55.3846,3
LMT,STOCK,4.662152,4.475665,-4.0,BUY,0,2.6202,1.4306,-8.6461,4.4848,-4.549,4.1667,7.2608,-2.985,6.5574,16.0278,0.4091,86.4867,0.0563,0.0563,0.6011,4.1667,7.2608,1.8462,15.5065,148.4367,73.5849,4
LMT,STOCK,4.504354,4.37525,-2.8662,SELL,1,-0.4522,0.078,0.8258,-2.0739,-1.2652,-1.2578,-4.5593,-0.3175,4.1402,6.4102,0.6459,38.0,-0.0097,-0.0097,-0.5708,-1.2578,-4.5593,1.9108,-6.214,-32.5443,10.0004,-3
LMT,STOCK,4.274833,4.010074,-6.1934,SELL,1,-6.05,-2.8191,0.882,-5.6066,-4.7741,-5.0955,-8.3077,-8.5889,11.8882,16.084,0.7391,33.3334,-0.0378,-0.0378,-0.715,-5.0955,-8.3077,2.9722,-4.4553,-19.5493,32.0003,-5
LMT,STOCK,4.231796,4.184425,-1.1194,SELL,1,-1.3849,-2.9308,-0.9948,-4.992,-5.9372,-1.0068,-6.051,-9.786,9.7903,13.9861,0.7,37.9999,-0.0086,-0.0086,-0.6942,-1.0068,-6.051,3.3414,-3.6141,-25.7311,27.0834,-3
LMT,STOCK,3.995546,4.228013,5.8181,SELL,0,-4.6757,-2.0137,-3.5799,-7.2349,-10.5557,-5.2617,-11.2959,-12.6863,11.6573,14.8885,0.783,45.5259,-0.0325,-0.0325,-0.8805,-5.2617,-11.2959,3.2209,-5.7617,-16.3651,12.7814,-5
LMT,STOCK,4.11178,4.155365,1.06,SELL,0,-4.7034,-2.1148,-3.9283,-4.0028,-7.7738,-2.8361,-6.3289,-10.427,11.6573,14.1705,0.8226,46.8644,-0.0245,-0.0245,-0.5066,-2.8361,-6.3289,3.0577,-4.1883,-22.4495,29.8232,-5
LMT,STOCK,4.358777,3.835723,-12.0,SELL,1,2.6271,1.5012,1.3089,2.3542,3.6939,0.0,4.1667,6.0071,4.8443,7.4468,0.6505,66.6665,0.0146,0.0146,0.5511,0.0,4.1667,2.381,-0.822,-49.1754,80.0004,2
LMT,STOCK,3.981016,4.166523,4.6598,BUY,1,0.4494,-0.824,-5.0701,2.6217,-2.5812,4.5802,4.9809,-7.4325,5.7915,13.1275,0.4412,63.1576,0.027,0.027,0.3891,4.5802,4.9809,1.8248,2.1745,62.164,41.0258,4
LMT,STOCK,4.019296,4.166523,3.663,BUY,1,1.7827,0.1058,-5.2844,3.927,-1.5649,5.1843,6.3981,-5.5854,6.8088,10.8109,0.6298,74.7433,0.0338,0.0338,0.7313,5.1843,6.3981,1.7572,3.8141,24.5541,51.7631,4
LMT,STOCK,4.004573,4.181242,4.4117,BUY,1,2.8758,0.7578,-5.4305,3.7681,-1.867,4.402,4.402,-3.9647,6.8088,6.8088,1.0,72.6766,0.0362,0.0362,0.8642,4.402,4.402,1.8175,2.6901,35.7381,58.738,4
LMT,STOCK,4.048741,4.299027,6.1818,BUY,1,3.5514,1.3343,-5.3336,4.8601,-0.7328,3.5916,6.3593,0.9642,7.5913,7.5913,1.0,71.1326,0.0392,0.0392,1.0669,3.5916,6.3593,1.7475,4.6455,12.4222,87.174,4
LMT,STOCK,4.151797,3.916236,-5.6737,SELL,1,-0.2468,0.2467,2.5206,-0.5993,1.9062,-1.0527,-3.4247,2.5454,2.1277,4.2857,0.4965,50.0,-0.0092,-0.0092,-0.3022,-1.0527,-3.4247,1.4944,-1.2966,-21.6315,42.1044,-3
LMT,STOCK,3.224269,3.438672,6.6497,BUY,1,-9.1775,-5.117,-8.7937,-9.2604,-17.2398,3.7914,-13.0952,-16.4122,20.3791,23.2227,0.8776,29.2683,-0.0313,-0.0313,-0.6798,3.7914,-13.0952,3.653,-5.7288,13.5277,19.6077,-1
LMT,STOCK,3.094806,3.049954,-1.4493,SELL,1,-6.077,-4.1823,-4.9878,-6.6183,-11.276,-3.721,-7.5893,-8.6059,10.2942,17.3006,0.595,21.9518,-0.015,-0.015,-0.6847,-3.721,-7.5893,3.5542,-2.3573,-15.063,14.2072,-5
LMT,STOCK,3.064906,3.005101,-1.9513,SELL,1,-6.1841,-4.366,-5.1908,-6.8204,-11.6572,-4.2055,-8.8889,-13.977,6.8627,17.3006,0.3967,20.9309,-0.0133,-0.0133,-0.7087,-4.2055,-8.8889,3.6585,-5.0023,-12.8886,9.4717,-4
LMT,STOCK,3.035004,3.109756,2.463,SELL,0,-4.4818,-3.6415,-5.7379,-5.2287,-10.6666,-1.9323,-5.5814,-12.1213,5.9406,13.8614,0.4286,26.0871,-0.0043,-0.0043,-0.5934,-1.9323,-5.5814,3.6946,-3.3963,-33.4788,9.0909,-3
LMT,STOCK,2.990151,3.124707,4.5,SELL,0,-4.2347,-3.383,-6.0988,-5.3702,-11.1416,-4.3062,-5.2132,-13.0434,4.5,13.5,0.3333,34.2859,-0.0019,-0.0019,-0.6673,-4.3062,-5.2132,3.3214,-2.095,-20.5181,6.25,-4
LMT,STOCK,3.079854,3.109756,0.9709,BUY,1,-2.7957,-2.3178,-6.2308,-1.5532,-7.6872,1.9802,0.9804,-9.2511,4.5,12.5001,0.36,37.8377,0.0092,0.0092,-0.2336,1.9802,0.9804,3.1207,-1.4749,23.6182,26.6664,-1
LMT,STOCK,3.005101,3.169559,5.4726,BUY,1,-1.8595,-1.618,-6.476,-2.922,-9.2088,-0.9852,-1.9513,-10.6667,4.5,9.0,0.5,36.8421,0.0099,0.0099,-0.6044,-0.9852,-1.9513,2.5231,-5.27,24.0244,10.0001,-3
LMT,STOCK,3.169559,2.990151,-5.6603,BUY,0,1.5332,0.8518,-4.182,3.1881,-1.1272,3.9215,5.4726,3.4146,3.9215,6.0,0.6536,65.0,0.0253,0.0253,1.077,3.9215,5.4726,2.7628,7.3739,24.8542,87.5,4
LMT,STOCK,3.334019,3.064906,-8.0717,BUY,0,2.5467,1.3825,-3.9302,8.1737,3.9223,6.6986,8.7805,6.6986,9.3138,11.5,0.8099,69.5653,0.0366,0.0366,1.7369,6.6986,8.7805,3.1711,8.6487,27.7854,78.125,4
LMT,STOCK,3.348969,3.259263,-2.6786,BUY,0,3.9826,1.762,-3.5657,8.1342,4.2785,9.8039,8.7379,9.8039,9.8039,12.0,0.817,69.5654,0.0431,0.0431,1.3626,9.8039,8.7379,3.1888,9.552,23.7346,81.2499,4
LMT,STOCK,3.334019,3.229364,-3.139,BUY,0,4.8991,2.0653,-3.1075,7.1086,3.7801,7.2116,8.2525,10.3961,9.8039,12.0,0.817,71.1112,0.0443,0.0443,1.0641,7.2116,8.2525,3.2671,7.0014,14.4197,78.125,4
LMT,STOCK,3.094806,3.498477,13.0435,BUY,1,0.8571,-1.4286,-0.019,-1.4286,-1.4473,3.5,1.9704,1.4706,10.1009,13.1313,0.7692,38.8887,0.0078,0.0078,-0.1953,3.5,1.9704,3.6922,2.3492,-34.1921,28.125,3
LMT,STOCK,3.109756,3.528377,13.4615,BUY,1,1.1669,-1.5003,0.167,-0.9288,-0.7634,1.4634,-0.9523,-0.4785,10.1009,13.1313,0.7692,38.8888,0.0053,0.0053,-0.1268,1.4634,-0.9523,3.7088,3.741,-37.1556,31.2499,2
LMT,STOCK,3.528377,3.672717,4.0908,BUY,1,7.2672,3.9703,2.2166,9.589,12.0182,5.3571,13.4615,12.381,10.7981,19.1918,0.5626,64.516,0.0387,0.0387,0.9055,5.3571,13.4615,2.8148,3.6736,12.9746,86.3636,3
LMT,STOCK,3.618081,3.718249,2.7685,BUY,1,8.0534,4.3718,2.7812,11.3667,14.4641,8.5201,13.615,19.2118,13.615,22.2221,0.6127,69.6967,0.0429,0.0429,0.9948,8.5201,13.615,2.7745,7.9069,65.6904,97.7778,3
LMT,STOCK,3.854835,3.7486,-2.7559,BUY,0,8.7993,4.8557,3.6213,17.0959,21.3362,10.1861,18.8182,28.9178,21.0496,30.2199,0.6965,78.436,0.0578,0.0578,1.2898,10.1861,18.8182,3.3815,11.6948,108.6211,79.7148,3
LMT,STOCK,3.809309,3.718249,-2.3905,BUY,0,9.8165,5.3944,4.4875,14.2398,19.3663,11.7502,19.62,28.682,18.8182,28.9178,0.6507,81.4903,0.0605,0.0605,1.0248,11.7502,19.62,3.5383,8.8139,122.0205,75.658,3
LMT,STOCK,3.839661,4.082483,6.3241,SELL,0,1.4828,1.361,7.6674,2.7829,10.6637,1.6064,3.2653,3.6885,4.9587,6.7227,0.7376,64.865,-0.0106,-0.0106,0.7216,1.6064,3.2653,2.3151,5.1977,-11.4878,80.7693,3
LMT,STOCK,3.961072,3.885188,-1.9158,BUY,0,2.9447,2.0169,7.6452,5.2844,13.3336,5.6681,5.2419,5.6681,6.4777,10.5042,0.6167,65.9092,0.0041,0.0041,0.9898,5.6681,5.2419,2.4083,3.5592,31.0612,93.5484,4
LMT,STOCK,4.097659,3.915542,-4.4444,BUY,0,4.0481,2.004,7.8686,8.2164,16.7314,8.8709,6.2992,13.4453,9.3117,13.4453,0.6926,74.5096,0.0141,0.0141,1.3151,8.8709,6.2992,2.4603,4.1421,53.6698,100.0,4
LMT,STOCK,4.112835,3.945892,-4.0591,BUY,0,4.9781,2.0709,7.9983,7.9251,16.5572,7.968,7.1145,13.3891,9.7166,13.8655,0.7008,74.9998,0.0196,0.0196,1.1429,7.968,7.1145,2.4249,5.9061,49.7651,100.0,4
LMT,STOCK,4.128013,3.885188,-5.8824,BUY,0,5.7753,2.2943,8.06,7.5949,16.2671,7.5098,9.2369,14.2857,10.1215,12.3967,0.8165,80.0001,0.022,0.022,1.0342,7.5098,9.2369,2.4685,6.5308,62.7904,87.8049,3
LMT,STOCK,4.067307,3.854835,-5.2239,BUY,0,5.6277,2.4793,8.0511,5.4703,13.9618,1.9012,7.2,10.7438,10.1215,12.3967,0.8165,70.8334,0.0174,0.0174,0.7318,1.9012,7.2,2.452,5.6548,53.3294,75.6758,2
LMT,STOCK,4.082483,4.112835,0.7435,SELL,0,3.2333,3.3882,7.298,4.1626,11.7644,-1.1029,6.3241,9.7958,4.2145,12.3967,0.34,70.2126,-0.001,-0.001,0.5695,-1.1029,6.3241,2.4164,7.5332,-21.4469,78.3783,1
LMT,STOCK,4.234249,4.65919,10.0358,BUY,1,1.4383,-0.6435,4.5381,5.6018,10.3942,8.5603,8.9844,6.8965,9.8425,9.8425,1.0,62.7119,0.011,0.011,1.081,8.5603,8.9844,3.533,3.7378,40.2618,80.5555,4
