symbol,asset_type,price,future_price,price_change,signal,label,ma5_cross,ma10_cross,ma20_cross,price_vs_ma20,price_vs_ma50,mom5,mom10,mom20,vol10,vol20,vol_ratio,rsi,macd_cross,macd_hist,bb_position,roc5,roc10,atr_pct,obv_pct,vol_trend,hl_position,score
AAPL,STOCK,0.215196,0.234599,9.0165,BUY,1,6.69,0.6559,-11.7414,6.6899,-5.837,15.0943,15.0943,2.5209,25.5002,25.5002,1.0,57.8123,0.005,0.005,0.5732,15.0943,15.0943,6.1183,3.0682,53.5312,80.6451,3
AAPL,STOCK,0.211668,0.243419,15.0002,BUY,1,7.4107,1.1334,-10.9693,4.6207,-6.8554,5.2632,8.108,6.1947,25.5002,25.5002,1.0,56.0605,0.0046,0.0046,0.3911,5.2632,8.108,6.1905,1.6671,39.5026,74.1936,3
AAPL,STOCK,0.292017,0.311485,6.6665,BUY,1,5.7658,2.8807,13.7619,12.0114,27.4263,12.245,14.1868,24.475,13.4021,19.9649,0.6713,76.5048,0.002,0.002,1.381,12.245,14.1868,3.3333,8.164,35.5274,94.357,3
AAPL,STOCK,0.300866,0.318564,5.8825,BUY,1,7.7019,3.4046,14.005,14.1478,30.1342,15.6462,16.8383,23.6,15.6462,20.9963,0.7452,84.7058,0.0029,0.0029,1.3671,15.6462,16.8383,3.3193,8.5934,53.5371,97.0115,3
AAPL,STOCK,0.295557,0.311485,5.3891,BUY,1,8.7194,3.8593,14.0825,11.1827,26.84,9.5082,13.6055,17.999,15.6462,20.9963,0.7452,76.5435,0.0029,0.0029,0.9943,9.5082,13.6055,3.3361,6.3296,60.585,87.5008,3
AAPL,STOCK,0.283168,0.309715,9.3749,BUY,1,8.9567,3.9891,14.0053,5.9762,20.8185,3.8962,6.6669,10.7137,15.6462,20.9963,0.7452,70.4551,0.0018,0.0018,0.5247,3.8962,6.6669,3.5267,4.9432,72.3176,65.6257,3
AAPL,STOCK,0.299096,0.304406,1.7753,SELL,0,4.2611,5.033,13.2062,8.6991,23.0541,5.6249,9.7402,16.1511,7.2553,19.7183,0.3679,71.1542,-0.0002,-0.0002,0.7808,5.6249,9.7402,3.4868,6.4116,-12.2148,93.7505,4
AAPL,STOCK,0.296442,0.306176,3.2837,SELL,0,4.5614,4.6252,13.2134,6.8581,20.9776,5.6781,4.3614,17.9579,7.2553,17.6468,0.4111,69.1593,-0.0001,-0.0001,0.6355,5.6781,4.3614,3.6247,5.0536,-22.5525,89.0632,4
AAPL,STOCK,0.318564,0.306176,-3.8888,BUY,0,6.5917,3.7801,13.3099,12.4649,27.4338,12.8527,5.8825,23.7113,13.5646,22.4491,0.6042,72.7277,0.0017,0.0017,1.0379,12.8527,5.8825,3.7698,7.1844,12.8366,97.2974,3
AAPL,STOCK,0.307945,0.35219,14.3677,SELL,0,3.4144,3.5038,12.7118,3.7722,16.9635,-1.1363,8.4112,14.0983,7.4627,16.8832,0.442,66.2794,-0.001,-0.001,0.4477,-1.1363,8.4112,3.3251,5.4039,-54.5591,77.4196,1
AAPL,STOCK,0.333607,0.369003,10.6101,BUY,1,3.3891,1.9637,10.5853,9.6727,21.2818,9.5929,7.7143,17.8124,9.5929,18.9273,0.5068,75.6102,0.0002,0.0002,1.1473,9.5929,7.7143,3.3535,8.8411,58.2885,98.4849,4
AAPL,STOCK,0.332723,0.378738,13.8299,BUY,1,4.24,1.9037,10.5822,8.4511,19.9277,8.6705,8.046,18.6119,9.5929,18.1818,0.5276,68.1825,0.0008,0.0008,0.9933,8.6705,8.046,3.0585,6.3805,72.1723,96.9699,4
AAPL,STOCK,0.327413,0.385816,17.8379,BUY,1,4.9584,2.0063,10.4049,6.0474,17.0815,6.9362,7.5579,13.4969,9.5929,18.1818,0.5276,57.8122,0.0007,0.0007,0.7139,6.9362,7.5579,2.9923,5.6975,60.2925,87.8782,4
AAPL,STOCK,0.330953,0.380507,14.9733,BUY,1,5.7301,2.0617,10.3614,6.3558,17.3757,8.0925,8.7208,17.2414,9.5929,17.4455,0.5499,68.3339,0.0007,0.0007,0.7949,8.0925,8.7208,2.9221,5.8454,53.7443,93.9397,4
AAPL,STOCK,0.35219,0.392896,11.558,BUY,1,6.6104,2.3629,10.5645,11.9548,23.7822,9.9446,14.3677,23.9874,15.6974,18.8058,0.8347,79.2685,0.0019,0.0019,1.3625,9.9446,14.3677,3.033,6.2663,37.9127,97.2962,3
AAPL,STOCK,0.362809,0.392896,8.2928,BUY,1,7.3795,3.1746,10.6866,14.1743,26.3756,8.7533,19.1858,21.3018,18.497,22.388,0.8262,83.6959,0.0032,0.0032,1.3349,8.7533,19.1858,3.3624,8.8194,40.2782,87.0966,3
AAPL,STOCK,0.35573,0.394666,10.9453,BUY,1,7.8217,3.766,10.7978,10.9119,22.8879,6.9149,16.1849,20.0,18.497,19.1858,0.9641,80.2085,0.0032,0.0032,0.9704,6.9149,16.1849,3.7136,2.7863,65.4394,78.261,3
AAPL,STOCK,0.359269,0.391126,8.867,BUY,1,8.9963,4.6419,10.6699,11.1871,23.0507,9.7298,17.3409,15.341,18.497,19.1858,0.9641,81.0001,0.0031,0.0031,0.9159,9.7298,17.3409,3.8529,2.7462,75.9,81.3954,3
AAPL,STOCK,0.362809,0.408824,12.683,BUY,1,10.2135,5.6711,10.5237,11.519,23.255,9.6256,18.497,13.8888,13.2596,19.1858,0.6911,81.0002,0.003,0.003,0.8715,9.6256,18.497,3.8153,4.4331,90.0832,86.0464,3
AAPL,STOCK,0.366349,0.40263,9.9033,BUY,1,10.1551,6.1901,10.585,11.6656,23.4854,4.0203,14.3647,17.6138,11.8921,20.3488,0.5844,84.9999,0.0028,0.0028,0.8318,4.0203,14.3647,3.7785,5.4853,73.9637,90.6983,3
AAPL,STOCK,0.369003,0.408824,10.7913,BUY,1,9.5429,6.3084,10.7388,11.4675,23.4379,1.7074,10.6101,19.1429,12.7029,21.2208,0.5986,85.1484,0.0026,0.0026,0.7832,1.7074,10.6101,3.7513,6.4791,46.0924,94.1863,2
AAPL,STOCK,0.425645,0.447815,5.2084,SELL,0,4.6556,4.4122,14.9043,6.6542,22.5503,-2.0347,8.8257,18.4753,7.912,19.7561,0.4005,68.0874,-0.0016,-0.0016,0.6402,-2.0347,8.8257,3.7426,8.3767,-4.8632,87.5111,0
AAPL,STOCK,0.461116,0.448702,-2.6923,BUY,0,5.4626,0.9261,11.6677,8.2095,20.8351,12.5541,8.7867,12.791,17.4671,17.9719,0.9719,67.0523,0.0025,0.0025,0.9321,12.5541,8.7867,4.3681,1.3051,22.1736,72.9166,3
AAPL,STOCK,0.462889,0.482399,4.2147,SELL,0,5.9905,3.7952,9.7809,7.0984,17.5736,-2.974,13.9736,8.9788,16.4502,17.9719,0.9153,62.5,0.0013,0.0013,0.6699,-2.974,13.9736,4.2009,0.6875,-13.7217,74.9994,-1
AAPL,STOCK,0.496587,0.474418,-4.4643,SELL,1,3.0723,3.8135,8.5761,9.2363,18.6046,0.7194,11.332,20.1718,10.672,22.2707,0.4792,61.5702,-0.001,-0.001,0.8032,0.7194,11.332,4.5281,-0.9114,9.7512,98.2144,2
AAPL,STOCK,0.485945,0.441608,-9.124,SELL,1,3.567,2.4636,9.1722,4.2518,13.8141,8.3004,3.3962,18.6147,10.672,19.9145,0.5359,60.101,-0.0005,-0.0005,0.4946,8.3004,3.3962,4.158,-1.4671,-34.1587,86.7922,3
AAPL,STOCK,0.516096,0.455796,-11.6838,SELL,1,4.9304,2.1077,9.5436,9.5221,19.9744,12.7908,7.3801,24.6255,15.0199,15.7059,0.9563,67.4008,0.0012,0.0012,1.1743,12.7908,7.3801,4.2096,-1.961,-25.03,100.0,3
AAPL,STOCK,0.507228,0.43274,-14.6853,SELL,1,4.3996,1.572,9.3786,6.4087,16.3884,3.249,5.535,13.4921,15.0199,15.7059,0.9563,61.062,0.0011,0.0011,0.7885,3.249,5.535,4.1334,-1.648,-25.9303,88.0948,3
AAPL,STOCK,0.503681,0.415004,-17.6058,SELL,1,1.392,2.0879,8.2459,4.0294,12.6075,-0.6992,2.5271,7.1699,8.7852,15.0199,0.5849,60.6838,-0.0023,-0.0023,0.565,-0.6992,2.5271,3.8733,1.4132,-19.0355,83.3333,1
AAPL,STOCK,0.436287,0.359139,-17.6829,SELL,1,-8.4724,-4.1104,4.6324,-8.286,-4.0374,-4.2802,-10.5455,-4.6512,20.3354,22.0127,0.9238,35.9503,-0.0088,-0.0088,-0.683,-4.2802,-10.5455,5.4007,-4.0896,-15.2946,18.9652,-5
AAPL,STOCK,0.430967,0.352931,-18.1071,SELL,1,-8.5875,-4.3642,3.9268,-8.7752,-5.193,-3.9525,-9.1588,-13.2143,20.3354,22.0127,0.9238,31.7796,-0.0081,-0.0081,-0.6909,-3.9525,-9.1588,5.3498,-3.9657,-26.2568,13.793,-5
AAPL,STOCK,0.415004,0.360025,-13.2478,SELL,1,-8.6007,-5.4783,3.1322,-11.4392,-8.6653,-4.0985,-17.6058,-15.5236,22.6496,24.3592,0.9298,31.6454,-0.0083,-0.0083,-0.834,-4.0985,-17.6058,5.464,-4.6406,-23.3935,0.0,-5
AAPL,STOCK,0.415892,0.363572,-12.5801,SELL,1,-8.2524,-6.8039,2.4403,-10.6155,-8.4343,-1.677,-18.2926,-13.7867,9.8293,24.3592,0.4035,30.4723,-0.0079,-0.0079,-0.7279,-1.677,-18.2926,5.4523,-4.584,-34.2155,5.6455,-3
AAPL,STOCK,0.413231,0.374213,-9.442,SELL,1,-8.5286,-6.6846,1.6003,-10.488,-9.0555,-5.2846,-6.4259,-14.9635,10.3006,24.8929,0.4138,31.416,-0.0074,-0.0074,-0.6842,-5.2846,-6.4259,5.5181,-6.0786,-38.2639,3.2256,-5
AAPL,STOCK,0.390175,0.379535,-2.7271,SELL,1,-9.2892,-6.8355,0.2969,-14.3136,-14.0592,-10.5692,-14.397,-24.3988,15.0001,30.4546,0.4925,29.9579,-0.0081,-0.0081,-0.8971,-10.5692,-14.397,6.0065,-7.0859,-14.2858,2.6665,-5
AAPL,STOCK,0.328941,0.331609,0.811,SELL,0,-8.7217,-3.4807,-15.6418,-8.8223,-23.0842,-8.1816,-6.7973,-23.6736,20.5956,32.1479,0.6407,42.4342,-0.0014,-0.0014,-0.5491,-8.1816,-6.7973,4.7012,-4.0996,-16.3612,13.9782,-5
AAPL,STOCK,0.32094,0.328052,2.2159,SELL,0,-9.0141,-3.3035,-16.1572,-9.8649,-24.4282,-7.6725,-10.8562,-22.6658,20.5956,32.1479,0.6407,39.8501,-0.0012,-0.0012,-0.6413,-7.6725,-10.8562,4.9376,-4.99,-23.9313,6.9895,-5
AAPL,STOCK,0.298714,0.332498,11.3096,BUY,1,-6.5925,-5.1738,-10.9375,-6.5368,-16.7594,2.1275,-8.943,-6.9252,11.8538,19.7566,0.6,12.8199,0.0003,0.0003,-0.5518,2.1275,-8.943,3.6565,-3.82,-7.2754,14.2861,-1
AAPL,STOCK,0.332498,0.327163,-1.6045,BUY,0,2.7405,0.6122,-8.0488,9.038,0.2617,12.6506,11.3096,1.3552,12.6506,13.6777,0.9249,75.0004,0.0057,0.0057,1.2564,12.6506,11.3096,3.2849,1.0308,12.4348,92.8576,3
AAPL,STOCK,0.333387,0.320051,-4.0,BUY,0,4.6745,1.7038,-7.4947,9.218,1.0324,10.2943,12.2754,1.9023,12.9518,13.9817,0.9263,75.0003,0.0063,0.0063,1.2065,10.2943,12.2754,3.2762,2.8393,13.7547,82.8123,3
AAPL,STOCK,0.336054,0.320051,-4.7618,BUY,0,6.6783,2.5261,-6.7758,9.7561,2.3193,11.8344,11.5045,5.8822,13.8553,14.8934,0.9303,78.9474,0.0067,0.0067,1.1285,11.8344,11.5045,3.3258,5.4776,17.7806,87.4994,3
AAPL,STOCK,0.332498,0.321829,-3.2086,BUY,0,7.8145,2.8745,-5.9718,8.0457,1.5934,8.4058,8.7209,10.3247,13.8553,14.8934,0.9303,74.3594,0.0064,0.0064,0.8621,8.4058,8.7209,3.3613,6.1616,10.3029,81.25,3
AAPL,STOCK,0.344944,0.35998,4.3588,BUY,1,4.2559,1.0572,2.3642,5.1776,7.6642,6.5935,5.4349,3.7433,11.4206,17.6473,0.6472,67.5925,0.0035,0.0035,0.6984,6.5935,5.4349,3.3321,2.9268,21.7181,78.1252,3
AAPL,STOCK,0.352056,0.363543,3.2629,BUY,1,5.2574,1.7435,2.4906,7.0414,9.7074,6.4514,9.9998,5.5999,11.4206,17.6473,0.6472,76.4151,0.0036,0.0036,0.8766,6.4514,9.9998,3.3009,3.3149,37.3544,90.6243,3
AAPL,STOCK,0.35828,0.383147,6.9406,BUY,1,6.681,2.5593,2.6378,8.5669,11.4307,8.9191,11.9444,6.6139,12.2563,18.5296,0.6614,73.4042,0.0038,0.0038,0.9666,8.9191,11.9444,3.1017,5.3699,47.9608,92.8576,3
AAPL,STOCK,0.359169,0.386711,7.6682,BUY,1,6.842,3.2734,2.8933,8.3982,11.5345,2.799,11.6022,8.0213,12.5348,18.8237,0.6659,70.9304,0.0038,0.0038,0.8725,2.799,11.6022,3.1471,6.4051,15.9214,86.8419,3
AAPL,STOCK,0.380506,0.384929,1.1624,BUY,1,7.9591,5.1222,4.542,12.4246,17.5309,8.081,15.0538,22.2858,15.6759,25.8826,0.6057,83.3329,0.0043,0.0043,1.0354,8.081,15.0538,3.1375,12.788,11.755,95.745,3
AAPL,STOCK,0.390284,0.379582,-2.7422,BUY,0,8.4403,5.562,5.6344,13.8337,20.2475,8.9328,18.6487,29.1177,13.1442,22.2839,0.5899,84.6842,0.005,0.005,1.1035,8.9328,18.6487,3.1565,11.6938,10.7765,98.9584,3
AAPL,STOCK,0.386711,0.367107,-5.0692,BUY,0,4.4046,4.5835,8.4625,7.8313,16.9566,2.108,7.6682,20.1602,8.4185,22.2839,0.3778,63.7547,0.0011,0.0011,0.6784,2.108,7.6682,3.7312,11.6278,13.6381,94.024,4
AAPL,STOCK,0.349287,0.345723,-1.0203,SELL,1,-1.1525,-1.6483,0.5482,-2.838,-2.3054,-3.2099,0.7712,-7.5471,7.1428,12.6983,0.5625,35.5934,-0.001,-0.001,-0.5015,-3.2099,0.7712,3.8812,-0.9431,-36.1844,35.7133,-4
AAPL,STOCK,0.381365,0.354633,-7.0095,BUY,0,1.6505,-0.7181,-2.5104,7.8494,5.1419,11.4585,7.5379,6.7332,12.0421,12.0421,1.0,63.7251,0.0035,0.0035,1.3078,11.4585,7.5379,3.4713,5.9976,42.2452,93.3337,3
AAPL,STOCK,0.373345,0.367107,-1.6707,BUY,0,3.2421,-0.0502,-2.3336,5.3028,2.8455,9.6859,9.6859,5.2765,12.0421,12.0421,1.0,63.1065,0.0038,0.0038,0.8208,9.6859,9.6859,3.5459,3.2816,42.8843,78.333,3
AAPL,STOCK,0.392056,0.363543,-7.2727,BUY,0,5.3922,0.8633,-2.0815,10.0962,7.8045,13.4018,13.9893,8.6419,15.1832,15.1832,1.0,68.3328,0.005,0.005,1.2805,13.4018,13.9893,3.6851,6.9249,77.5967,94.4435,3
AAPL,STOCK,0.390275,0.354633,-9.1325,BUY,0,6.7828,1.6553,-1.7255,9.023,7.1418,9.7743,13.766,10.6061,15.1832,15.1832,1.0,64.2854,0.0053,0.0053,1.0185,9.7743,13.766,3.6204,5.2195,76.4141,87.9995,3
AAPL,STOCK,0.388493,0.347505,-10.5504,BUY,0,7.126,2.4662,-1.4202,8.0679,6.5331,3.8095,12.9532,8.4576,15.1832,15.1832,1.0,67.9245,0.0052,0.0052,0.8433,3.8095,12.9532,3.5714,3.1769,58.7589,82.0511,3
AAPL,STOCK,0.348341,0.359059,3.0769,SELL,0,-2.494,-1.6701,1.37,-5.4986,-4.2039,-3.9409,-4.4117,-1.7743,6.1539,12.0382,0.5112,44.1263,-0.002,-0.002,-0.9126,-3.9409,-4.4117,3.296,-1.0901,-23.9729,3.7776,-4
AAPL,STOCK,0.35102,0.36799,4.8345,SELL,0,-3.1364,-1.7012,0.9677,-4.4014,-3.4763,-5.0726,-4.1463,-7.5246,6.1539,12.0382,0.5112,30.6449,-0.0021,-0.0021,-0.7067,-5.0726,-4.1463,3.0716,-1.6632,-19.5462,9.4443,-4
AAPL,STOCK,0.35102,0.37335,6.3614,SELL,0,-3.2483,-1.6847,0.5361,-3.9813,-3.4665,-2.7228,-4.1463,-8.3849,6.1539,12.0382,0.5112,34.5455,-0.0021,-0.0021,-0.6421,-2.7228,-4.1463,2.8717,-2.8667,-15.5484,9.4443,-4
AAPL,STOCK,0.350127,0.392106,11.9897,SELL,0,-3.3274,-1.6573,0.0726,-3.7204,-3.6505,-2.9703,-4.8543,-9.8755,6.1539,12.0382,0.5112,37.9998,-0.002,-0.002,-0.6437,-2.9703,-4.8543,2.8061,-2.2143,-12.4389,7.5552,-4
AAPL,STOCK,0.352806,0.392999,11.3924,SELL,0,-3.1334,-1.5296,-0.3716,-2.5413,-2.9035,-1.2502,-3.1863,-8.5567,6.1539,12.0382,0.5112,36.7346,-0.0016,-0.0016,-0.4874,-1.2502,-3.1863,2.7124,-3.0188,-10.4533,13.2216,-3
AAPL,STOCK,0.36799,0.4323,17.4759,BUY,1,1.0662,-0.1984,-1.6295,2.1571,0.4925,1.9801,4.8345,0.4878,5.6124,6.1539,0.912,56.4512,0.0012,0.0012,0.5969,1.9801,4.8345,2.3751,0.8079,19.433,79.9982,3
AAPL,STOCK,0.37335,0.444805,19.1388,BUY,1,1.6597,0.322,-1.6277,3.5423,1.8569,3.4654,6.3614,1.9513,6.6327,7.1795,0.9238,60.294,0.0018,0.0018,0.9117,3.4654,6.3614,2.5461,1.2112,29.8361,71.4284,4
AAPL,STOCK,0.392106,0.444805,13.4398,BUY,1,2.5552,1.148,-1.3948,8.3816,6.8698,6.0385,11.9897,6.5534,11.1392,12.564,0.8866,72.9406,0.0032,0.0032,1.559,6.0385,11.9897,2.5545,2.996,20.7236,98.0771,3
AAPL,STOCK,0.392999,0.443017,12.7273,BUY,1,3.8239,1.8566,-1.0681,8.201,7.0453,8.3742,11.3924,7.8431,9.4526,12.8204,0.7373,82.8943,0.004,0.004,1.2547,8.3742,11.3924,2.5162,4.5985,24.3171,89.6542,4
AAPL,STOCK,0.405504,0.460882,13.6565,BUY,1,5.7572,2.5058,-0.6582,10.9888,10.2582,12.9352,12.6549,11.8225,12.9352,16.4101,0.7882,85.0571,0.0051,0.0051,1.3361,12.9352,12.6549,2.5645,4.844,25.7699,94.2848,3
AAPL,STOCK,0.402824,0.453736,12.6386,BUY,1,7.1793,3.1881,-0.2674,9.759,9.4655,9.4661,11.6336,8.937,12.9352,16.4101,0.7882,82.222,0.0053,0.0053,1.0476,9.4661,11.6336,2.7083,4.564,29.9671,82.8946,3
AAPL,STOCK,0.425154,0.448377,5.4622,BUY,1,9.047,4.0289,0.4161,14.8371,15.3149,13.8755,17.8217,17.8217,18.4079,22.0512,0.8348,86.842,0.0066,0.0066,1.2961,13.8755,17.8217,2.9262,6.1203,30.361,97.7779,3
AAPL,STOCK,0.421582,0.462668,9.7457,BUY,1,9.7391,4.5704,1.0583,12.9458,14.1411,7.5172,14.0096,16.8317,18.4079,22.0512,0.8348,83.4785,0.0068,0.0068,1.0144,7.5172,14.0096,3.1023,5.2068,33.2928,89.3624,3
AAPL,STOCK,0.414436,0.457309,10.345,BUY,1,10.0451,5.1531,1.6355,10.1876,11.9896,5.4546,14.2856,15.9998,18.4079,22.0512,0.8348,76.5215,0.006,0.006,0.7626,5.4546,14.2856,3.1404,5.7814,24.7623,80.8511,3
AAPL,STOCK,0.422475,0.436766,3.3827,BUY,1,9.8648,5.7966,2.3555,11.2287,13.8487,4.1851,17.6617,21.2821,15.5341,21.4286,0.7249,78.0487,0.0056,0.0056,0.814,4.1851,17.6617,3.2317,6.2255,21.0629,90.426,3
AAPL,STOCK,0.4323,0.453736,4.9585,BUY,1,10.2373,6.3518,3.0785,12.6106,16.0774,7.3172,17.4759,23.1553,15.7895,23.4695,0.6728,79.8507,0.0057,0.0057,0.8746,7.3172,17.4759,3.3943,7.5768,29.2641,94.118,3
AAPL,STOCK,0.444805,0.460882,3.6144,BUY,1,9.9184,6.9072,3.9041,14.4697,18.9387,4.622,19.1388,26.7177,13.4398,27.041,0.497,80.4346,0.0061,0.0061,0.9502,4.622,19.1388,3.2989,9.3679,21.9932,100.0,3
AAPL,STOCK,0.444805,0.461774,3.8152,BUY,1,9.7764,6.9604,4.7447,13.0919,18.4578,5.5085,13.4398,27.041,13.182,26.0762,0.5055,85.3847,0.0059,0.0059,0.841,5.5085,13.4398,3.3563,8.4142,18.2741,98.1483,3
AAPL,STOCK,0.443017,0.460882,4.0324,BUY,1,9.9686,7.0049,5.4495,11.3605,17.429,6.8965,12.7273,25.5696,10.4214,23.8806,0.4364,86.7181,0.0053,0.0053,0.73,6.8965,12.7273,3.3699,7.0328,16.806,94.2303,3
AAPL,STOCK,0.460882,0.466241,1.1628,BUY,1,10.4978,7.0391,6.2589,14.3998,21.5599,9.0909,13.6565,28.0397,14.4125,28.3582,0.5082,87.6807,0.0056,0.0056,0.8909,9.0909,13.6565,3.35,7.8649,26.7777,98.3052,3
AAPL,STOCK,0.457309,0.469814,2.7344,BUY,1,8.3855,6.1169,8.7358,8.5552,18.0383,3.226,10.345,26.1084,9.5138,28.8557,0.3297,71.9696,0.0026,0.0026,0.5789,3.226,10.345,3.683,6.0727,76.7354,73.6845,4
AAPL,STOCK,0.466241,0.44927,-3.6398,SELL,1,3.8245,2.818,11.8867,5.0725,17.5621,6.7484,1.1628,14.9781,6.7484,15.7429,0.4287,64.6151,-0.0005,-0.0005,0.6252,6.7484,1.1628,3.4483,4.9006,-32.1386,72.2223,4
AAPL,STOCK,0.490378,0.456374,-6.9344,BUY,0,1.1776,0.0366,6.1471,6.2171,12.7464,9.1633,8.7178,6.4001,10.4839,10.4839,1.0,59.1972,0.0005,0.0005,1.3734,9.1633,8.7178,2.6175,3.5109,17.5396,100.0,3
AAPL,STOCK,0.500222,0.452795,-9.4812,BUY,0,3.2399,0.7693,5.8549,7.952,14.2725,12.7017,11.3411,7.2884,12.7017,12.7017,1.0,61.6544,0.0021,0.0021,1.3749,12.7017,11.3411,2.579,6.208,34.9032,98.485,3
AAPL,STOCK,0.490378,0.449216,-8.3941,BUY,0,4.006,0.872,5.6685,5.3906,11.3647,5.9961,5.1772,8.5029,12.7017,12.7017,1.0,64.0488,0.0024,0.0024,0.8742,5.9961,5.1772,2.6182,4.6959,34.7328,81.818,3
AAPL,STOCK,0.48322,0.4519,-6.4816,BUY,0,4.4643,1.0896,5.3972,3.5441,9.1325,3.8463,5.2549,6.0806,12.7017,12.7017,1.0,60.7265,0.0018,0.0018,0.5638,3.8463,5.2549,2.6574,2.9365,25.4341,69.698,3
AAPL,STOCK,0.48143,0.45369,-5.7621,BUY,0,4.5992,1.3652,5.0791,2.9534,8.1825,1.7012,4.8732,4.0551,12.7017,12.7017,1.0,63.056,0.0012,0.0012,0.461,1.7012,4.8732,2.6675,1.113,15.5556,66.6662,2
AAPL,STOCK,0.399104,0.445636,11.6593,SELL,0,-1.895,-0.444,-6.6002,-3.4109,-9.786,-1.762,0.4504,-8.6065,8.5203,9.4595,0.9007,37.8049,0.0,0.0,-0.6663,-1.762,0.4504,4.3402,-3.2872,-19.6565,15.3851,-3
AAPL,STOCK,0.388366,0.445636,14.7467,SELL,0,-2.2599,-0.4998,-6.6152,-5.6932,-11.9318,-3.5555,-3.9822,-6.6666,11.5209,11.9816,0.9615,41.8918,-0.0008,-0.0008,-0.9895,-3.5555,-3.9822,4.2956,-5.5335,-16.738,15.1518,-5
AAPL,STOCK,0.445636,0.431318,-3.213,SELL,1,4.8568,2.8844,-2.5585,5.6204,2.9182,2.8926,14.7467,10.1772,9.2105,14.7467,0.6246,65.2897,0.005,0.005,0.704,2.8926,14.7467,3.3133,-0.6402,-15.3427,92.5005,4
AAPL,STOCK,0.449216,0.425949,-5.1793,SELL,1,4.8404,3.5088,-2.1105,6.1087,3.8693,1.6195,10.0877,6.8085,5.9072,15.6682,0.377,69.1669,0.0048,0.0048,0.7242,1.6195,10.0877,3.1446,-1.3669,-23.7939,95.1222,3
AAPL,STOCK,0.386457,0.327278,-15.3133,SELL,1,-5.9223,-3.9235,-1.0682,-6.4001,-7.3999,-1.1467,-9.2716,-13.9707,10.9395,13.9568,0.7838,24.6592,-0.0036,-0.0036,-0.6934,-1.1467,-9.2716,2.4851,-5.4338,-19.8396,4.0005,-4
AAPL,STOCK,0.37749,0.335348,-11.1638,SELL,1,-5.3816,-4.4359,-1.9689,-7.4051,-9.2282,-2.9954,-8.4783,-13.0213,7.3634,14.4967,0.5079,23.4463,-0.0028,-0.0028,-0.7919,-2.9954,-8.4783,2.7482,-4.343,-10.6709,1.4081,-4
AAPL,STOCK,0.321002,0.328174,2.2345,BUY,1,1.1619,0.0,-11.685,-3.2693,-14.5723,-4.7872,-3.243,0.0,10.1696,10.7346,0.9474,43.6508,0.0025,0.0025,-0.5544,-4.7872,-3.243,4.2099,2.4171,6.0871,29.631,-1
AAPL,STOCK,0.317414,0.321002,1.1301,BUY,1,-1.2692,-0.054,-10.4752,-4.4019,-14.4159,-7.8125,-3.2787,-2.2101,10.1696,10.7346,0.9474,35.1561,0.0015,0.0015,-0.7547,-7.8125,-3.2787,4.2171,-0.3997,17.4537,12.4993,-5
AAPL,STOCK,0.321002,0.315621,-1.6761,BUY,0,-2.8664,-0.1622,-9.9911,-3.1908,-12.8631,-8.205,-2.4522,-2.7172,10.1696,10.7346,0.9474,44.5458,0.0012,0.0012,-0.5305,-8.205,-2.4522,3.8108,1.4751,22.3574,20.834,-5
AAPL,STOCK,0.330854,0.347038,4.8915,SELL,0,0.894,0.3876,-2.1185,3.5387,1.3452,6.3582,2.7931,0.8167,6.3582,6.3582,1.0,70.5485,0.0019,0.0019,1.1907,6.3582,2.7931,2.3667,-2.0317,-22.5498,94.8576,4
AAPL,STOCK,0.334451,0.338047,1.0753,SELL,0,1.7222,0.6544,-2.0971,4.5323,2.3401,4.7889,3.9106,2.4725,7.5144,7.5144,1.0,69.9672,0.0024,0.0024,1.299,4.7889,3.9106,2.3033,-0.5536,-31.8015,100.0,4
AAPL,STOCK,0.352432,0.341643,-3.0613,BUY,0,5.5155,2.4411,-0.3025,7.6016,7.2761,5.3763,10.4226,12.9464,10.7345,13.2947,0.8074,71.9513,0.0037,0.0037,1.0735,5.3763,10.4226,2.715,3.668,11.5719,95.9124,3
AAPL,STOCK,0.35423,0.332653,-6.0914,BUY,0,5.239,2.9464,0.2109,7.5315,7.7583,1.5463,11.2995,11.9147,10.6742,13.8727,0.7694,71.9509,0.0038,0.0038,0.9792,1.5463,11.2995,2.8825,3.9585,12.8845,96.0002,2
AAPL,STOCK,0.356028,0.321864,-9.5958,BUY,0,5.2631,3.7207,0.9772,7.1573,8.2044,4.7618,9.9998,10.9116,7.6087,14.4507,0.5265,75.51,0.0031,0.0031,0.8639,4.7618,9.9998,3.0664,3.1272,27.0533,92.5914,4
AAPL,STOCK,0.347038,0.322763,-6.9949,BUY,0,5.0815,3.8145,1.2657,4.0573,5.3744,1.0473,4.8915,7.8213,6.4515,14.4507,0.4464,65.6571,0.0024,0.0024,0.4865,1.0473,4.8915,3.2198,1.4454,44.4083,74.0745,3
AAPL,STOCK,0.327258,0.311975,-4.6703,SELL,1,-1.8418,-0.6228,3.0522,-3.5378,-0.5936,-2.1506,-4.4619,2.2473,8.7911,9.9998,0.8791,43.75,-0.0018,-0.0018,-0.6648,-2.1506,-4.4619,3.748,-0.8362,-16.8808,24.9999,-4
